,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
11350,X,5,9,8,7,4,8,7,1,8,10,5,8,3,8,4,8
11466,Z,2,7,3,5,2,6,8,5,10,6,7,9,1,9,8,8
529,D,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10
5884,A,3,7,5,5,5,8,8,7,4,6,6,8,2,8,6,5
16192,T,3,7,4,5,2,4,13,4,6,12,9,4,1,11,1,5
7418,Y,3,5,5,7,7,9,6,4,1,6,7,8,6,10,8,9
2559,J,3,10,5,8,5,8,7,2,5,11,5,9,5,6,3,4
1951,N,4,10,4,7,3,7,7,14,2,4,6,8,6,8,0,8
1704,D,5,5,6,7,3,5,7,10,10,6,6,6,3,8,4,8
1114,E,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,10
17,C,7,10,5,5,2,6,8,6,8,11,7,11,2,8,5,9
17389,W,2,3,3,1,2,5,10,4,2,9,8,7,5,10,1,6
19575,K,5,9,7,7,6,10,6,1,6,10,3,8,4,9,4,11
2396,H,1,0,2,0,0,7,7,11,1,7,6,8,3,8,0,8
4306,I,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
7530,G,5,9,6,7,5,5,6,6,7,6,5,11,2,10,4,8
11813,J,5,10,6,8,5,8,6,4,5,8,6,7,3,7,4,6
14653,P,7,10,10,8,5,6,13,7,2,11,5,2,1,11,4,8
18456,E,4,8,5,6,5,7,7,5,8,6,5,9,3,8,6,9
4173,J,1,6,2,4,1,11,3,9,3,13,7,13,1,6,0,8
10836,X,10,15,9,9,4,6,8,3,9,9,9,9,4,10,4,6
469,L,4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8
14356,C,2,3,3,4,1,6,7,7,9,9,6,13,1,9,4,9
19702,N,3,5,5,4,2,6,8,3,4,10,7,8,5,8,1,8
19423,A,4,9,6,7,6,8,6,6,4,7,6,9,5,8,7,3
13924,O,5,10,7,8,3,8,7,8,8,7,6,9,3,8,4,8
11352,P,3,7,4,5,3,4,12,4,5,11,9,3,0,10,4,7
5189,Z,4,7,5,5,4,9,9,6,4,7,5,8,3,9,10,7
13403,V,3,5,5,4,2,9,12,3,3,5,11,9,3,10,2,9
17593,F,2,3,3,1,1,6,12,3,4,13,7,3,1,9,1,7
3461,W,2,3,3,1,2,8,11,2,1,6,9,8,5,11,0,8
11166,W,3,8,5,6,5,9,11,2,2,5,8,8,6,11,1,8
7419,W,1,0,2,1,1,8,8,4,0,7,8,8,6,10,0,8
3708,X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
18983,W,4,5,6,4,6,8,7,4,4,6,5,8,9,8,6,9
8505,B,2,3,4,2,2,8,7,3,5,10,6,6,2,8,4,9
10466,O,4,6,5,4,3,8,7,7,5,10,6,8,3,8,3,8
119,Z,3,7,5,5,3,7,8,2,9,11,7,7,1,8,6,7
19533,F,2,5,4,4,2,5,12,3,5,13,7,4,1,9,2,6
9279,Q,5,11,5,6,3,10,4,4,7,11,3,9,3,7,8,11
4799,F,3,2,4,3,2,6,10,4,5,10,9,4,2,10,3,6
15184,H,4,6,6,8,6,8,12,4,2,8,7,6,3,11,7,5
17615,R,3,7,4,5,4,6,8,8,4,7,5,7,2,7,4,11
6320,N,3,5,6,3,2,6,9,3,5,10,7,7,5,8,1,8
12069,O,5,11,7,8,6,7,7,8,5,6,7,11,6,7,5,7
7036,O,4,8,5,6,2,7,8,8,8,7,7,8,3,8,4,8
19341,V,9,12,8,7,4,5,10,4,4,10,8,5,4,11,2,8
685,B,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10
4256,V,4,10,5,8,3,5,11,3,3,9,12,9,2,10,1,8
838,Z,3,8,4,6,2,7,7,4,14,9,6,8,0,8,8,8
5154,J,5,9,6,7,3,7,7,3,6,15,6,10,1,6,1,7
5094,A,2,7,4,4,1,8,5,3,1,7,0,8,2,7,2,8
15950,Q,1,1,2,1,1,8,7,6,4,6,6,8,2,8,3,8
5359,K,1,1,2,1,1,6,7,4,7,6,6,10,3,8,4,9
11891,P,4,9,5,6,2,4,12,9,2,10,6,4,1,10,4,8
11782,W,4,4,5,3,3,4,11,3,2,9,9,7,6,11,1,7
14790,M,6,11,9,8,11,7,8,6,4,7,6,8,6,9,9,8
8018,I,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8
5240,F,3,8,6,6,6,11,6,1,5,9,5,6,4,10,4,7
1701,A,3,11,6,8,4,12,2,2,2,9,2,9,2,6,3,8
978,C,4,9,5,8,6,5,7,3,4,7,6,11,4,10,7,10
7882,B,1,3,3,2,2,8,7,3,5,9,6,7,2,8,4,8
6635,N,8,11,12,8,7,3,11,3,4,10,11,9,8,7,2,7
1480,Z,5,11,7,8,8,6,7,3,9,7,6,10,1,8,11,5
5858,T,6,8,6,6,4,5,11,3,7,11,9,5,2,12,2,4
169,V,4,9,6,7,3,6,12,3,4,7,12,9,3,10,1,8
484,B,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10
15054,B,5,10,7,8,7,8,7,7,6,6,6,5,2,8,7,9
18778,I,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8
17329,O,4,2,5,4,3,8,7,8,5,7,6,8,2,8,3,8
15270,I,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8
14272,B,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9
10302,T,5,8,6,7,5,5,7,3,8,8,7,10,3,4,8,5
5756,W,8,10,8,8,6,5,10,3,3,9,8,7,8,11,3,6
13373,M,6,5,9,4,8,9,7,5,5,7,6,8,12,9,6,4
19705,I,2,7,4,5,4,10,6,2,5,8,5,5,3,8,5,6
17814,P,8,10,7,5,3,7,9,5,4,12,4,5,4,9,4,8
15447,A,3,7,5,5,3,11,2,2,2,8,3,9,3,5,3,8
12793,C,4,6,5,5,4,6,7,4,4,7,6,11,4,9,8,10
7368,K,3,4,6,3,3,6,7,1,7,10,7,10,3,8,3,7
3726,S,4,5,6,5,6,8,7,5,5,7,6,7,5,8,9,11
17241,V,2,3,3,2,1,4,12,3,2,10,11,7,2,11,1,8
146,T,3,6,4,4,3,7,12,4,6,7,11,8,2,12,1,7
16795,P,6,11,5,6,3,5,11,5,4,13,6,4,3,9,4,8
15170,G,2,5,3,3,2,6,7,5,5,10,7,10,2,9,4,9
13837,X,3,9,4,7,3,7,7,4,4,7,6,8,2,8,4,8
1345,K,3,4,5,3,3,6,8,1,7,10,7,10,3,8,2,7
9318,G,5,9,6,7,5,7,7,8,5,5,7,9,3,6,5,9
1233,J,4,10,5,7,3,8,6,3,6,14,4,9,0,6,1,7
11152,Z,5,9,7,7,4,8,7,2,10,12,5,9,1,8,6,9
2231,A,3,8,5,5,2,7,5,3,1,7,1,8,2,7,2,7
12909,K,4,2,5,3,3,5,7,4,7,7,6,11,3,8,5,9
14871,A,4,8,7,6,5,9,5,2,5,10,2,6,2,6,3,8
6086,U,4,9,5,7,3,6,8,7,7,7,10,9,3,9,1,8
2979,P,7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6
15043,E,4,7,5,5,5,7,7,5,8,6,5,9,3,8,6,9
14780,N,4,6,4,4,2,7,7,14,2,5,6,8,6,8,0,8
177,N,5,9,7,6,4,4,10,3,4,9,10,9,5,8,1,8
17269,A,4,7,5,5,5,7,7,7,4,6,6,9,2,8,7,4
667,S,2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6
11897,U,9,15,7,8,4,8,6,4,6,3,9,5,6,6,2,6
1192,R,3,9,3,6,4,5,9,8,3,7,5,8,2,7,5,11
19288,C,5,10,6,8,4,5,8,9,9,9,9,12,2,10,4,9
9551,D,6,11,8,8,8,8,7,7,6,8,5,4,8,11,7,10
5132,D,3,9,4,6,3,6,7,11,9,7,6,6,3,8,4,8
428,B,3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10
1589,B,3,6,4,4,4,8,7,5,6,7,6,6,2,8,6,9
19377,N,4,6,5,4,3,11,7,4,5,10,1,4,5,9,1,7
19071,H,1,0,1,0,0,7,8,10,1,7,6,8,2,8,0,8
6067,X,7,9,6,5,3,6,8,2,9,10,9,9,4,8,4,6
8742,I,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7
14917,M,4,7,4,5,3,8,7,12,1,6,9,8,8,6,0,8
5367,H,12,15,11,8,6,8,7,4,5,9,7,7,7,10,5,9
3515,D,5,5,6,7,3,5,8,10,9,7,7,5,3,8,4,8
8761,L,4,7,5,5,3,6,4,5,9,2,2,4,1,6,2,5
1511,I,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8
16455,E,3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7
16628,Z,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,8
4502,W,3,6,5,4,3,7,10,2,2,7,9,8,6,11,0,8
12167,H,4,5,8,4,4,5,8,3,6,10,8,8,3,8,3,6
9726,X,5,8,8,6,4,5,8,2,8,11,10,10,3,8,3,6
16743,E,6,10,8,8,6,4,10,4,8,11,10,8,3,8,4,4
3770,Z,3,7,5,5,2,9,5,3,9,11,4,9,2,7,6,9
12756,Y,7,11,8,8,6,5,8,1,8,8,9,5,5,11,7,4
2236,Z,5,7,7,9,6,10,5,4,4,8,2,6,2,7,7,8
10266,U,6,10,8,8,5,6,9,5,7,6,9,10,6,10,1,7
2603,Y,2,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8
18116,L,5,6,6,6,5,8,9,3,6,6,6,9,3,9,7,9
3326,X,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8
8073,O,3,8,5,6,2,7,8,8,7,7,7,8,3,8,4,8
10786,V,2,3,4,5,1,9,8,4,2,6,13,8,3,10,0,8
18907,L,3,7,5,5,3,4,3,8,6,1,3,3,1,6,0,6
2089,W,5,6,5,4,4,3,10,2,3,10,9,8,6,11,2,6
619,H,5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8
1461,S,6,11,8,8,5,8,7,3,6,10,5,7,2,8,5,8
17046,P,6,12,6,6,4,6,10,3,4,12,6,4,3,11,5,6
15841,X,6,9,9,7,5,5,8,1,8,10,10,9,4,7,4,6
9633,F,7,8,8,9,9,6,9,4,5,7,7,6,5,8,11,8
9288,L,8,13,8,7,5,8,4,3,5,11,6,11,3,7,7,8
13864,Z,4,9,6,6,4,7,8,2,10,12,7,8,1,9,6,8
2620,T,5,7,6,5,5,6,7,7,6,7,6,8,3,9,6,10
15736,R,6,10,5,6,3,7,7,5,4,9,4,9,6,5,6,11
17696,P,3,8,5,6,4,6,9,3,6,9,8,5,4,10,4,7
4755,R,4,8,6,6,4,8,7,6,6,9,5,7,3,8,5,11
19116,X,4,6,6,4,3,7,7,1,8,10,8,8,3,8,3,7
17268,M,4,8,5,6,5,7,6,6,5,7,7,10,7,5,2,8
5657,U,3,7,5,5,4,8,9,8,5,4,7,11,3,7,3,7
15998,E,4,7,5,5,3,7,7,2,9,11,6,9,2,8,5,8
650,B,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10
8429,G,4,10,6,7,4,7,7,7,6,5,7,8,2,7,4,8
2,D,4,11,6,8,6,10,6,2,6,10,3,7,3,7,3,9
5936,N,5,8,8,6,7,6,8,3,4,8,7,9,7,8,5,5
13338,Y,3,2,5,3,2,7,10,1,7,7,11,8,1,11,2,8
8707,H,3,5,6,4,3,7,7,2,6,10,5,8,6,8,4,7
14256,A,4,8,6,7,7,10,8,3,4,6,7,6,5,9,5,5
18253,M,4,9,5,7,6,7,5,10,1,7,8,8,6,5,0,8
8010,E,3,5,5,3,2,7,7,2,8,11,5,9,2,8,4,9
10175,V,7,10,7,8,4,4,11,2,4,8,11,7,5,11,1,7
1350,I,3,10,5,7,2,7,7,0,9,14,6,8,0,8,1,8
12597,Q,4,6,6,4,5,8,5,7,4,7,6,6,5,7,6,9
1572,P,4,7,6,5,3,7,11,5,4,12,4,1,1,10,3,8
6794,E,2,4,4,3,2,7,8,2,7,11,7,9,2,9,4,8
5618,T,5,7,7,6,7,7,8,4,8,8,7,9,3,8,8,6
140,P,7,11,10,8,6,6,11,3,6,13,6,3,0,10,3,8
18490,W,12,13,12,7,5,2,10,3,3,10,12,8,9,10,0,7
12013,C,3,4,4,3,1,5,9,5,7,12,9,10,1,10,3,7
18043,M,1,1,2,1,1,8,6,10,0,6,8,8,6,6,0,8
11089,X,4,7,5,5,4,8,6,2,5,6,7,7,2,9,7,9
9728,W,4,7,6,5,9,8,7,5,2,7,7,8,10,10,3,8
11328,X,4,11,5,8,2,7,7,4,4,7,6,8,3,8,4,8
4736,B,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9
10279,D,4,7,4,5,2,5,8,10,9,8,7,6,3,8,4,8
9302,U,5,9,8,7,10,8,6,4,4,6,7,8,11,9,6,8
17498,J,2,8,2,6,1,13,3,8,4,13,3,11,1,6,0,8
5628,P,9,15,7,8,4,5,11,6,2,11,6,4,5,10,4,7
10579,E,1,3,3,1,1,6,8,2,7,11,8,9,1,8,3,8
17514,G,5,9,7,7,4,6,7,7,7,6,6,12,3,9,5,7
1710,I,3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8
18858,K,6,10,6,5,4,9,6,3,6,11,2,8,5,6,4,9
16253,L,3,7,4,5,3,4,4,4,8,2,1,7,4,6,1,6
10125,B,3,10,4,8,6,6,7,8,5,7,6,7,2,8,7,9
16380,O,6,10,7,8,6,7,7,8,4,7,6,8,3,8,3,8
826,S,4,5,6,4,6,8,8,4,5,7,7,8,4,9,9,10
9195,K,5,9,8,6,6,7,7,1,6,10,5,9,3,7,3,8
2770,K,4,9,5,6,5,6,7,3,6,6,6,9,3,8,5,10
8153,M,6,6,8,5,8,8,9,4,5,6,6,6,9,6,6,4
7512,D,5,11,7,8,6,7,8,8,7,7,7,4,4,7,5,9
19536,P,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8
2855,O,4,5,6,4,4,6,6,5,5,8,4,7,3,7,4,7
573,N,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6
12676,U,4,3,4,5,1,7,5,12,5,7,15,8,3,9,0,8
15118,X,4,9,6,7,4,7,7,4,9,6,6,8,3,8,7,8
12404,R,5,5,6,8,3,6,11,9,4,7,3,8,3,7,6,11
9876,C,2,3,2,2,1,5,8,5,6,11,9,11,1,9,3,8
14409,V,6,7,5,5,2,4,12,4,4,11,11,7,3,10,1,8
679,I,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
6672,D,7,10,9,8,8,7,7,5,7,7,6,7,7,8,3,7
34,M,6,9,9,7,6,5,6,3,5,10,9,9,8,5,2,7
17156,Y,3,8,5,6,2,5,10,1,3,8,11,8,1,11,0,8
168,Y,6,9,6,7,4,5,8,0,8,8,9,5,2,11,4,4
9214,O,4,7,5,5,2,8,6,8,8,7,5,8,3,8,4,8
6020,P,3,2,4,4,3,6,9,4,5,9,7,4,4,10,3,7
17954,X,7,11,11,8,5,7,7,1,9,10,6,8,3,8,4,7
1265,W,4,8,7,6,5,7,10,2,3,7,9,8,8,11,1,8
15880,Y,3,6,5,9,8,9,7,4,1,6,7,9,4,11,7,8
14054,S,3,1,3,3,2,8,7,6,5,7,6,8,2,9,9,8
14723,K,5,7,8,5,5,3,8,2,7,10,11,11,3,7,3,5
1876,C,4,9,5,6,3,4,8,5,6,12,10,12,2,9,2,7
17069,I,1,1,1,3,1,8,7,1,7,7,6,7,0,8,2,7
11390,C,3,7,4,5,2,5,8,7,7,9,8,13,1,10,4,10
10150,L,7,15,7,8,4,7,5,4,5,12,9,11,3,9,6,9
19073,S,5,9,7,6,3,8,8,4,8,11,6,7,2,8,5,7
16773,I,2,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8
295,A,5,10,7,8,5,8,3,3,1,7,1,8,5,9,5,8
15051,J,2,3,3,5,1,11,2,10,3,13,8,14,1,6,0,8
988,S,3,6,4,4,3,7,6,7,5,7,7,9,2,9,8,7
2452,Y,9,12,8,7,5,6,6,5,4,9,9,6,5,11,4,6
4661,Z,3,4,4,6,2,7,7,4,14,9,6,8,0,8,8,8
9881,Z,2,1,3,2,2,7,7,5,9,6,6,8,1,8,7,8
7694,G,2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10
10883,F,5,8,7,6,3,5,12,7,5,13,7,3,2,9,2,5
1825,U,5,7,6,5,3,4,8,6,8,10,10,9,3,9,2,5
14622,V,6,10,6,8,3,2,11,4,4,11,12,8,2,10,1,8
8894,S,2,7,3,5,3,7,8,7,6,7,5,6,2,8,8,8
9576,C,4,9,5,6,3,6,7,6,8,6,5,12,1,8,4,9
682,Z,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8
577,R,8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6
15970,A,6,10,9,8,9,8,8,8,4,6,6,8,3,8,8,4
10393,Y,3,9,4,7,2,6,10,1,3,8,12,8,1,11,0,8
18038,Q,5,9,6,8,3,9,6,9,8,7,4,9,3,8,4,8
15574,E,3,7,4,5,4,7,8,6,9,6,4,9,3,8,6,8
4066,J,3,7,4,5,2,9,6,1,6,13,4,8,0,7,0,8
6409,W,5,11,8,8,13,8,5,6,3,7,6,8,14,10,4,9
18171,X,8,13,7,7,4,8,8,2,9,9,6,7,4,10,4,8
4697,C,3,5,5,3,2,4,8,5,7,11,10,12,1,9,2,7
16984,N,5,11,6,8,6,8,8,13,1,6,6,8,6,8,1,10
1316,V,7,12,5,6,3,8,10,5,5,7,10,5,5,12,3,7
18199,U,1,0,2,0,0,7,6,10,4,7,13,8,2,10,0,8
13940,H,4,5,5,3,4,7,8,6,6,7,6,8,3,8,3,7
1836,K,2,6,3,4,2,3,7,6,2,7,6,10,3,8,2,11
13531,E,1,3,3,2,1,6,7,2,7,11,7,9,1,8,3,8
12813,H,2,3,3,1,2,8,8,3,5,10,6,8,3,8,2,8
7297,I,1,1,1,2,1,8,7,1,7,7,6,7,0,8,2,7
14420,N,11,15,14,8,5,10,5,4,4,14,1,7,6,6,0,7
17781,T,6,10,5,5,3,7,9,2,7,12,7,6,2,9,4,6
16088,C,5,9,6,6,3,4,8,6,8,12,10,12,2,9,3,7
13530,L,2,6,3,4,1,3,3,6,8,1,1,5,0,7,1,6
11943,V,4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8
18546,X,4,6,5,5,5,7,8,2,4,7,6,8,2,7,7,7
19412,N,4,7,6,5,3,5,9,3,4,10,8,8,5,9,1,7
12896,K,4,10,5,8,6,6,6,3,7,6,5,8,7,8,5,9
7799,I,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8
10502,E,4,7,5,5,4,8,7,2,7,11,6,8,3,9,4,9
19069,H,4,7,4,5,4,7,8,12,1,7,4,8,3,8,0,8
11172,F,5,9,6,7,6,6,10,6,5,8,5,8,3,10,8,10
3588,B,4,6,6,4,7,8,7,5,2,6,7,8,5,10,9,8
18088,R,4,8,5,6,3,6,10,9,4,7,5,8,3,8,6,11
1291,V,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8
12785,F,3,5,3,3,2,5,12,5,6,11,9,3,1,10,3,5
15849,V,4,8,4,6,2,3,11,3,3,10,11,7,2,10,1,7
8610,K,2,4,4,3,3,6,7,1,6,10,7,10,3,8,2,8
6822,I,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8
11681,S,3,2,3,3,2,8,8,7,5,8,5,7,2,8,8,8
2333,F,5,7,6,5,6,7,8,6,4,8,6,8,3,10,8,11
10538,Z,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9
379,S,4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,8
9869,P,8,11,8,6,5,9,8,4,4,12,4,4,5,10,6,7
16250,R,7,10,7,5,5,6,8,3,4,7,4,10,6,8,6,7
4254,J,2,8,3,6,1,12,2,9,4,14,6,13,1,6,0,8
10120,Q,4,7,5,6,2,8,8,7,6,5,8,9,3,7,5,10
19637,K,4,8,6,6,6,7,8,5,4,7,6,7,7,7,6,11
13008,N,3,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8
12854,A,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8
15074,R,1,0,1,0,0,6,10,6,1,7,5,8,1,7,4,10
1150,R,2,3,4,2,2,8,7,3,4,9,4,6,2,7,3,9
17783,E,3,5,4,4,3,7,7,5,7,7,6,9,2,8,6,10
4150,K,5,6,7,4,5,6,7,1,6,10,6,10,4,8,4,8
5110,W,5,9,8,6,6,7,10,2,3,7,9,8,8,11,1,8
15221,T,8,11,9,8,6,7,9,2,9,10,9,5,2,9,5,5
10349,O,3,2,4,3,3,7,7,7,5,7,6,8,2,8,3,8
1181,X,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8
436,S,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8
17542,A,4,9,6,6,2,6,4,3,1,6,1,8,3,7,2,7
2524,B,3,8,5,6,5,9,7,4,5,10,5,7,2,8,5,9
14532,U,7,9,8,7,5,6,6,6,9,8,6,8,4,8,4,3
4920,L,5,7,6,5,4,6,6,7,7,5,6,10,2,8,4,10
19094,J,7,11,6,8,4,10,6,2,5,11,6,8,2,9,7,12
4900,O,5,9,6,6,3,7,7,8,8,7,6,8,3,8,4,8
13058,W,10,15,11,8,7,7,8,2,4,6,9,6,11,9,3,5
12601,S,2,3,4,2,1,7,8,3,7,10,7,7,1,8,5,6
15678,M,2,3,3,4,2,8,6,11,1,6,9,8,7,5,0,8
5244,P,3,4,4,5,2,4,13,8,2,11,6,3,1,10,4,8
3888,J,4,9,6,7,6,9,9,4,3,8,4,6,4,8,5,4
1387,A,4,11,6,8,4,8,3,2,3,6,1,8,2,7,3,7
534,F,5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7
14374,V,4,9,6,7,1,8,8,5,3,6,14,8,3,9,0,8
8986,K,3,4,4,7,2,3,7,7,3,7,7,11,3,8,3,10
16807,Q,10,15,9,9,5,7,5,4,9,10,4,10,4,6,9,9
13116,M,5,6,8,4,5,9,6,3,5,9,5,7,8,6,2,8
7519,F,4,6,5,4,3,6,11,3,5,13,6,4,2,10,2,7
19863,C,10,14,8,8,6,7,8,4,4,9,8,10,4,9,9,11
384,N,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7
2800,A,3,9,4,6,3,9,5,2,0,8,1,8,2,6,1,8
14698,B,2,3,3,2,2,10,6,2,6,10,4,7,2,8,4,10
2216,Q,5,9,6,11,7,7,9,4,3,8,10,10,4,10,8,8
2490,A,2,6,5,4,3,5,5,2,2,4,2,7,2,6,3,3
1145,S,4,5,6,4,5,8,7,5,5,7,6,8,5,8,9,11
4411,O,8,9,5,5,3,7,9,6,5,9,5,6,4,9,5,8
7555,O,6,8,8,6,9,7,9,5,2,7,6,7,10,10,6,9
9138,S,5,8,6,6,3,5,9,3,9,11,6,7,2,7,5,6
3654,V,2,6,3,4,1,7,9,3,1,7,12,8,2,11,0,8
10284,Y,8,10,6,14,5,9,8,4,3,5,11,5,5,10,7,7
559,E,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11
4364,G,4,7,6,5,5,7,8,5,3,6,6,11,4,8,7,8
15140,W,3,6,4,4,4,8,7,6,2,6,8,9,5,8,3,7
7374,A,2,2,4,3,2,8,2,2,2,8,1,8,2,6,2,7
18641,X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
2194,X,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9
10655,T,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8
16359,S,1,3,2,2,1,8,6,6,5,7,7,9,2,10,8,7
2560,L,2,7,3,5,1,0,2,3,5,1,0,8,0,8,0,8
4729,R,4,10,5,7,3,5,10,9,4,7,4,8,3,7,6,11
19046,M,4,5,7,4,4,6,6,3,4,9,9,10,7,5,2,8
12300,P,10,15,9,8,6,7,10,4,6,13,5,3,4,9,7,5
7989,S,6,8,7,6,4,7,8,4,8,11,8,7,2,9,5,6
870,Z,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8
818,P,4,9,5,7,4,5,10,4,5,10,9,4,4,10,4,7
19399,U,5,8,5,6,3,3,8,4,6,10,10,9,3,9,1,7
8770,K,3,5,5,4,3,6,6,1,7,10,8,11,3,7,3,8
188,P,6,9,6,4,4,8,9,5,3,10,5,5,5,10,5,6
4068,S,3,10,4,8,5,8,8,8,5,7,5,8,2,8,8,8
2040,J,4,9,6,6,4,7,6,4,5,8,6,7,5,6,4,6
9002,T,5,9,7,7,8,7,8,4,6,7,6,9,6,8,6,6
14510,Z,2,7,3,5,1,7,7,3,13,9,6,8,0,8,8,8
5333,F,3,7,3,5,2,1,11,3,4,11,11,8,0,8,1,7
17684,T,2,7,3,5,2,6,13,0,5,8,10,8,0,8,0,8
101,S,6,8,7,6,4,6,9,4,8,11,7,6,2,8,5,5
12084,X,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
47,G,1,3,2,1,1,7,7,5,6,7,5,10,1,9,3,9
19566,B,1,3,2,2,1,8,7,3,5,10,5,7,2,8,4,9
13984,S,4,8,4,6,2,7,6,5,9,5,6,9,0,8,9,8
4155,V,6,11,9,8,10,7,5,5,3,8,8,9,9,9,6,8
10338,H,6,8,9,6,5,8,7,3,6,10,5,7,3,8,3,7
16116,L,5,10,5,5,2,7,4,3,6,11,4,13,2,6,6,8
15720,Y,5,9,5,5,3,6,7,4,5,9,7,5,3,10,5,4
19708,T,2,3,4,4,1,9,15,1,5,5,11,9,0,8,0,8
12758,F,6,11,8,8,6,9,8,2,6,12,4,6,5,8,4,9
14966,M,5,9,8,7,8,8,7,6,5,6,7,8,8,6,2,8
7394,L,5,5,5,7,1,0,0,7,6,0,1,4,0,8,0,8
13059,J,1,6,2,4,1,14,2,6,5,13,2,10,0,7,0,8
14440,O,4,9,6,6,7,8,7,5,1,7,6,8,8,8,5,10
2290,V,7,9,9,8,10,7,6,5,4,7,6,7,7,10,8,11
7311,R,1,0,2,1,1,6,9,7,2,7,5,8,2,7,4,10
6716,M,7,8,10,7,11,8,7,5,5,7,6,7,14,8,7,3
8683,L,3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8
14646,N,11,13,9,7,4,5,9,5,6,3,3,12,6,11,2,7
4921,Z,4,7,6,5,4,9,6,2,8,11,4,10,2,7,6,10
7012,Z,4,10,4,8,4,7,8,3,12,9,6,8,0,8,7,7
1620,F,5,10,7,8,5,8,9,2,6,13,6,5,2,10,2,8
12928,B,4,3,4,5,3,6,7,8,6,7,6,6,2,8,9,10
8187,D,6,9,8,7,5,9,6,4,7,10,5,6,3,8,3,9
139,I,2,6,2,4,1,9,5,0,6,13,5,9,0,8,1,8
5152,U,5,5,6,3,2,4,8,5,8,10,10,9,3,9,2,5
4434,B,4,4,5,6,4,6,8,9,7,7,5,7,2,8,9,9
19205,T,3,6,3,4,2,5,12,4,5,11,9,5,2,12,1,5
8388,M,4,6,5,4,4,6,6,6,5,6,8,10,7,5,2,9
7009,H,4,11,5,8,3,7,7,15,1,7,6,8,3,8,0,8
16190,H,3,7,3,5,3,8,6,12,2,7,8,8,3,9,0,8
15978,K,2,3,4,2,2,6,8,1,6,10,6,8,3,8,2,7
8905,Q,3,6,4,5,2,8,6,8,7,6,5,8,3,8,4,8
11368,Y,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5
12744,C,3,5,4,3,2,5,8,5,7,12,9,11,1,10,2,7
13597,R,4,8,6,6,7,5,6,4,4,7,6,9,8,11,7,6
13842,K,1,1,2,1,0,4,6,6,2,7,6,11,3,8,2,10
5922,R,3,1,3,2,2,7,8,5,5,6,5,7,2,6,4,8
4447,W,3,1,4,2,1,7,8,4,0,7,8,8,7,9,0,8
